model_id,prop_id,comparison,gold_answer,qid,pair_id,direction,temperature,top_p,max_new_tokens,n,yes_count,no_count,unknown_count,refused_count,p_yes,p_no,p_unknown,p_refused,p_correct,majority_label
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,10751329bd9e9d7b18b173bcf8541d4fbff8a6b7517de51e3d28d591babef99d_rev,10751329bd9e9d7b18b173bcf8541d4fbff8a6b7517de51e3d28d591babef99d,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,2d9b3855615ecb3ddfc3a33cd7201be42e69e7dc11a53e170b60dec8e5c22706_rev,2d9b3855615ecb3ddfc3a33cd7201be42e69e7dc11a53e170b60dec8e5c22706,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,4bddf2f39fca68780f053308c30deb46ccc8df902d2fa6393933ef2db0a19e4d_rev,4bddf2f39fca68780f053308c30deb46ccc8df902d2fa6393933ef2db0a19e4d,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,971ba6e697303f06a5b594a1a0756aa66c26433573cf844e7ab606ed6cc85dec_rev,971ba6e697303f06a5b594a1a0756aa66c26433573cf844e7ab606ed6cc85dec,rev,0.7,0.9,2000,10,0,9,1,0,0.0,0.9,0.1,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,9e41d6381c15743959d2ae882cc83da346066c787d7679a5a8acd476d6ff288e_rev,9e41d6381c15743959d2ae882cc83da346066c787d7679a5a8acd476d6ff288e,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,NO,ff93f58a9e22620e296fd28fcc37328ad6374e210364431c8db60bedfd0d3a29_rev,ff93f58a9e22620e296fd28fcc37328ad6374e210364431c8db60bedfd0d3a29,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,0cc8059c352d00db533eb76ce57b8355ab1a6fdedeaf1698f15d768e158323e0_fwd,0cc8059c352d00db533eb76ce57b8355ab1a6fdedeaf1698f15d768e158323e0,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,10751329bd9e9d7b18b173bcf8541d4fbff8a6b7517de51e3d28d591babef99d_fwd,10751329bd9e9d7b18b173bcf8541d4fbff8a6b7517de51e3d28d591babef99d,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,2d9b3855615ecb3ddfc3a33cd7201be42e69e7dc11a53e170b60dec8e5c22706_fwd,2d9b3855615ecb3ddfc3a33cd7201be42e69e7dc11a53e170b60dec8e5c22706,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,4bddf2f39fca68780f053308c30deb46ccc8df902d2fa6393933ef2db0a19e4d_fwd,4bddf2f39fca68780f053308c30deb46ccc8df902d2fa6393933ef2db0a19e4d,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,971ba6e697303f06a5b594a1a0756aa66c26433573cf844e7ab606ed6cc85dec_fwd,971ba6e697303f06a5b594a1a0756aa66c26433573cf844e7ab606ed6cc85dec,fwd,0.7,0.9,2000,10,0,7,3,0,0.0,0.7,0.3,0.0,0.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,9e41d6381c15743959d2ae882cc83da346066c787d7679a5a8acd476d6ff288e_fwd,9e41d6381c15743959d2ae882cc83da346066c787d7679a5a8acd476d6ff288e,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-county-long,lt,YES,ff93f58a9e22620e296fd28fcc37328ad6374e210364431c8db60bedfd0d3a29_fwd,ff93f58a9e22620e296fd28fcc37328ad6374e210364431c8db60bedfd0d3a29,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,0ba3999a50e03ca76fd44f4597fa6e4983441ff3b563fd31d14f25f325de1ea5_fwd,0ba3999a50e03ca76fd44f4597fa6e4983441ff3b563fd31d14f25f325de1ea5,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,0e3030d00c7800dc10f7b8607eb678f83789c051f6e9b7a62ee9aba541a67f46_rev,0e3030d00c7800dc10f7b8607eb678f83789c051f6e9b7a62ee9aba541a67f46,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,336d4d78da4488bd0b1184461770d7e9389b70c488fbfe14cb156dadda14cedb_fwd,336d4d78da4488bd0b1184461770d7e9389b70c488fbfe14cb156dadda14cedb,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,533355add5be2fb52ec4cb766ed65b209fe7fecbb63ca44abe718740b819184f_rev,533355add5be2fb52ec4cb766ed65b209fe7fecbb63ca44abe718740b819184f,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,5b70427e28f17e34831bf61a4154ec81cbd6e1e6cda1cabff0741d8bf9ad641b_fwd,5b70427e28f17e34831bf61a4154ec81cbd6e1e6cda1cabff0741d8bf9ad641b,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,5c028f5725b4c08bf9973045fdbe3466e62c59411a91a48d47d39050d751a087_fwd,5c028f5725b4c08bf9973045fdbe3466e62c59411a91a48d47d39050d751a087,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,ace1519b705241bc85c7259636309e848ba09d2765e2fb4d689eece16136e7e5_rev,ace1519b705241bc85c7259636309e848ba09d2765e2fb4d689eece16136e7e5,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,NO,ea09d4e5a2d14118b17c8ae7b9de1259f94ab86fa5195c2d5ea8815ca4f7d5cf_rev,ea09d4e5a2d14118b17c8ae7b9de1259f94ab86fa5195c2d5ea8815ca4f7d5cf,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,0ba3999a50e03ca76fd44f4597fa6e4983441ff3b563fd31d14f25f325de1ea5_rev,0ba3999a50e03ca76fd44f4597fa6e4983441ff3b563fd31d14f25f325de1ea5,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,0e3030d00c7800dc10f7b8607eb678f83789c051f6e9b7a62ee9aba541a67f46_fwd,0e3030d00c7800dc10f7b8607eb678f83789c051f6e9b7a62ee9aba541a67f46,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,336d4d78da4488bd0b1184461770d7e9389b70c488fbfe14cb156dadda14cedb_rev,336d4d78da4488bd0b1184461770d7e9389b70c488fbfe14cb156dadda14cedb,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,533355add5be2fb52ec4cb766ed65b209fe7fecbb63ca44abe718740b819184f_fwd,533355add5be2fb52ec4cb766ed65b209fe7fecbb63ca44abe718740b819184f,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,5b70427e28f17e34831bf61a4154ec81cbd6e1e6cda1cabff0741d8bf9ad641b_rev,5b70427e28f17e34831bf61a4154ec81cbd6e1e6cda1cabff0741d8bf9ad641b,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,5c028f5725b4c08bf9973045fdbe3466e62c59411a91a48d47d39050d751a087_rev,5c028f5725b4c08bf9973045fdbe3466e62c59411a91a48d47d39050d751a087,rev,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.9,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,ace1519b705241bc85c7259636309e848ba09d2765e2fb4d689eece16136e7e5_fwd,ace1519b705241bc85c7259636309e848ba09d2765e2fb4d689eece16136e7e5,fwd,0.7,0.9,2000,10,6,3,1,0,0.6,0.3,0.1,0.0,0.6,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,gt,YES,ea09d4e5a2d14118b17c8ae7b9de1259f94ab86fa5195c2d5ea8815ca4f7d5cf_fwd,ea09d4e5a2d14118b17c8ae7b9de1259f94ab86fa5195c2d5ea8815ca4f7d5cf,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,NO,073e61661e026156fbdc0b25897840a38bbb984ab0f321d1aa6209e901298d49_rev,073e61661e026156fbdc0b25897840a38bbb984ab0f321d1aa6209e901298d49,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,NO,3409296ea0852fe74e2a8c11ada83ffb637d17c814ad210f6d6d8c1a276e537b_rev,3409296ea0852fe74e2a8c11ada83ffb637d17c814ad210f6d6d8c1a276e537b,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,NO,4c0a8c672d6289af6d7584e2acc65abdf7a6fd73704f30bad46ec9f5c9989e6e_rev,4c0a8c672d6289af6d7584e2acc65abdf7a6fd73704f30bad46ec9f5c9989e6e,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,NO,631b8627ca65fe63e551a6aa677bf7e7cb4331dffb9848dad567f3a38ac4d125_rev,631b8627ca65fe63e551a6aa677bf7e7cb4331dffb9848dad567f3a38ac4d125,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,YES,073e61661e026156fbdc0b25897840a38bbb984ab0f321d1aa6209e901298d49_fwd,073e61661e026156fbdc0b25897840a38bbb984ab0f321d1aa6209e901298d49,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,YES,3409296ea0852fe74e2a8c11ada83ffb637d17c814ad210f6d6d8c1a276e537b_fwd,3409296ea0852fe74e2a8c11ada83ffb637d17c814ad210f6d6d8c1a276e537b,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,YES,4c0a8c672d6289af6d7584e2acc65abdf7a6fd73704f30bad46ec9f5c9989e6e_fwd,4c0a8c672d6289af6d7584e2acc65abdf7a6fd73704f30bad46ec9f5c9989e6e,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-lat,lt,YES,631b8627ca65fe63e551a6aa677bf7e7cb4331dffb9848dad567f3a38ac4d125_fwd,631b8627ca65fe63e551a6aa677bf7e7cb4331dffb9848dad567f3a38ac4d125,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,1031b87dd32004e82a5e4d8bf3703db65e704873970f544482f25a35236016d1_fwd,1031b87dd32004e82a5e4d8bf3703db65e704873970f544482f25a35236016d1,fwd,0.7,0.9,2000,10,1,9,0,0,0.1,0.9,0.0,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,2b29fdc5998469812edde92513375f221bf50c8f3d8d8e45dbb0084ea24bc195_rev,2b29fdc5998469812edde92513375f221bf50c8f3d8d8e45dbb0084ea24bc195,rev,0.7,0.9,2000,10,1,9,0,0,0.1,0.9,0.0,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,5d8c369dd5b8dd1fc8850d3dbe81f85a8507603ad56d0975b62c045efe41ff77_fwd,5d8c369dd5b8dd1fc8850d3dbe81f85a8507603ad56d0975b62c045efe41ff77,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,8c320b7e7ebcbecb8239706ec7f60494858be5f5f5b8d6afdb1b7751dd2747b5_fwd,8c320b7e7ebcbecb8239706ec7f60494858be5f5f5b8d6afdb1b7751dd2747b5,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,94f0244b46afe22cc6f61e0095beb6e473bba74b05a76605fde2e11dcaad7b41_rev,94f0244b46afe22cc6f61e0095beb6e473bba74b05a76605fde2e11dcaad7b41,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,acac47827f9916559653a1468ff113fb9e7b60fb04c371d6682ae3fd9aab6e1b_rev,acac47827f9916559653a1468ff113fb9e7b60fb04c371d6682ae3fd9aab6e1b,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,c9931bc4b96499d44b1c62d07ae66580cb52582a77a512d91617a27466af4364_rev,c9931bc4b96499d44b1c62d07ae66580cb52582a77a512d91617a27466af4364,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,NO,e6531c61ddc84cec9171de744c0f733c4ebe9a012a8a1cd5075c2383189d6069_fwd,e6531c61ddc84cec9171de744c0f733c4ebe9a012a8a1cd5075c2383189d6069,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,1031b87dd32004e82a5e4d8bf3703db65e704873970f544482f25a35236016d1_rev,1031b87dd32004e82a5e4d8bf3703db65e704873970f544482f25a35236016d1,rev,0.7,0.9,2000,10,5,5,0,0,0.5,0.5,0.0,0.0,0.5,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,2b29fdc5998469812edde92513375f221bf50c8f3d8d8e45dbb0084ea24bc195_fwd,2b29fdc5998469812edde92513375f221bf50c8f3d8d8e45dbb0084ea24bc195,fwd,0.7,0.9,2000,10,3,7,0,0,0.3,0.7,0.0,0.0,0.3,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,5d8c369dd5b8dd1fc8850d3dbe81f85a8507603ad56d0975b62c045efe41ff77_rev,5d8c369dd5b8dd1fc8850d3dbe81f85a8507603ad56d0975b62c045efe41ff77,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,8c320b7e7ebcbecb8239706ec7f60494858be5f5f5b8d6afdb1b7751dd2747b5_rev,8c320b7e7ebcbecb8239706ec7f60494858be5f5f5b8d6afdb1b7751dd2747b5,rev,0.7,0.9,2000,10,2,7,1,0,0.2,0.7,0.1,0.0,0.2,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,94f0244b46afe22cc6f61e0095beb6e473bba74b05a76605fde2e11dcaad7b41_fwd,94f0244b46afe22cc6f61e0095beb6e473bba74b05a76605fde2e11dcaad7b41,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,acac47827f9916559653a1468ff113fb9e7b60fb04c371d6682ae3fd9aab6e1b_fwd,acac47827f9916559653a1468ff113fb9e7b60fb04c371d6682ae3fd9aab6e1b,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,c9931bc4b96499d44b1c62d07ae66580cb52582a77a512d91617a27466af4364_fwd,c9931bc4b96499d44b1c62d07ae66580cb52582a77a512d91617a27466af4364,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,gt,YES,e6531c61ddc84cec9171de744c0f733c4ebe9a012a8a1cd5075c2383189d6069_rev,e6531c61ddc84cec9171de744c0f733c4ebe9a012a8a1cd5075c2383189d6069,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,NO,2180f87860bba477265b8dd651b02e675d3ae0dec4ce8b39120ce504f8f34cb1_rev,2180f87860bba477265b8dd651b02e675d3ae0dec4ce8b39120ce504f8f34cb1,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,NO,480008726f2539d17ad8cc66a64e39a3bed14ef296feda0733481aed7246ed6e_rev,480008726f2539d17ad8cc66a64e39a3bed14ef296feda0733481aed7246ed6e,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,NO,ac6f8f8439a6eea5ea7363b804d4a127e961f021ff4e433ea9a49c861fefc1c8_rev,ac6f8f8439a6eea5ea7363b804d4a127e961f021ff4e433ea9a49c861fefc1c8,rev,0.7,0.9,2000,10,5,5,0,0,0.5,0.5,0.0,0.0,0.5,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,NO,f3bdb9b95f76c6c2bdc4af0b8e29e1ad4f1d116f7661503cbb3473191156ea34_rev,f3bdb9b95f76c6c2bdc4af0b8e29e1ad4f1d116f7661503cbb3473191156ea34,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,YES,2180f87860bba477265b8dd651b02e675d3ae0dec4ce8b39120ce504f8f34cb1_fwd,2180f87860bba477265b8dd651b02e675d3ae0dec4ce8b39120ce504f8f34cb1,fwd,0.7,0.9,2000,10,7,2,1,0,0.7,0.2,0.1,0.0,0.7,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,YES,480008726f2539d17ad8cc66a64e39a3bed14ef296feda0733481aed7246ed6e_fwd,480008726f2539d17ad8cc66a64e39a3bed14ef296feda0733481aed7246ed6e,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,YES,ac6f8f8439a6eea5ea7363b804d4a127e961f021ff4e433ea9a49c861fefc1c8_fwd,ac6f8f8439a6eea5ea7363b804d4a127e961f021ff4e433ea9a49c861fefc1c8,fwd,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.9,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-natural-long,lt,YES,f3bdb9b95f76c6c2bdc4af0b8e29e1ad4f1d116f7661503cbb3473191156ea34_fwd,f3bdb9b95f76c6c2bdc4af0b8e29e1ad4f1d116f7661503cbb3473191156ea34,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,18a1b01042df434f179f4061c566d73164a4819a812855153f656b4a5b86dd03_fwd,18a1b01042df434f179f4061c566d73164a4819a812855153f656b4a5b86dd03,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,3c7f1959e010fbb1b5bb50c1b9f77aaf712e9d6203ad94479696e89bae8bfaac_rev,3c7f1959e010fbb1b5bb50c1b9f77aaf712e9d6203ad94479696e89bae8bfaac,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,4e02bc528d434d92c7c0f9d2f445611a040d48c32350d2a03530a76dd007b3bb_fwd,4e02bc528d434d92c7c0f9d2f445611a040d48c32350d2a03530a76dd007b3bb,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,60cbe0f2d3d1c7ca326ce44c7b1f85b22347ec6ad38ab6c513c638b46163d609_fwd,60cbe0f2d3d1c7ca326ce44c7b1f85b22347ec6ad38ab6c513c638b46163d609,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,660366166be693f39e137909304debfbb621f4a3ad39d6c412abc06c58b24a58_rev,660366166be693f39e137909304debfbb621f4a3ad39d6c412abc06c58b24a58,rev,0.7,0.9,2000,10,1,9,0,0,0.1,0.9,0.0,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,86158ef371506ae3471f5322ea9ec45bc26729ce014d9936ad6dab9fcb94336d_fwd,86158ef371506ae3471f5322ea9ec45bc26729ce014d9936ad6dab9fcb94336d,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,98dbb96e22ecbb459f4bebf3132ea2ea02478348085d8455b65722bdf5557bc5_rev,98dbb96e22ecbb459f4bebf3132ea2ea02478348085d8455b65722bdf5557bc5,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,a2dbd54c37fffe93d38e7dde35264019eab71ba8783c4d40856a06d1ed772ff7_fwd,a2dbd54c37fffe93d38e7dde35264019eab71ba8783c4d40856a06d1ed772ff7,fwd,0.7,0.9,2000,10,3,6,1,0,0.3,0.6,0.1,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,ba93ba69229d68825e27eb03a8bc1313775cf21704e7725d997d315de7566d21_fwd,ba93ba69229d68825e27eb03a8bc1313775cf21704e7725d997d315de7566d21,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,cd03c93972cc796e91564818c3379b5651c4aa28ac58d2b20584cbb755203eef_rev,cd03c93972cc796e91564818c3379b5651c4aa28ac58d2b20584cbb755203eef,rev,0.7,0.9,2000,10,0,9,1,0,0.0,0.9,0.1,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,d105ba0b7627dabf35a87adcbcb72d3a3fb10b112025710dcd23ca2badc193d3_fwd,d105ba0b7627dabf35a87adcbcb72d3a3fb10b112025710dcd23ca2badc193d3,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,da7a7942b0639051162a2fc3f802e6831100e754e47ac1a03ec1d1b9e2231e04_rev,da7a7942b0639051162a2fc3f802e6831100e754e47ac1a03ec1d1b9e2231e04,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,NO,fd5f291e39b73a3aef81c274c7ae38c91aee79b51f836d59485a0fef62ca245f_fwd,fd5f291e39b73a3aef81c274c7ae38c91aee79b51f836d59485a0fef62ca245f,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,YES,18a1b01042df434f179f4061c566d73164a4819a812855153f656b4a5b86dd03_rev,18a1b01042df434f179f4061c566d73164a4819a812855153f656b4a5b86dd03,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,YES,3c7f1959e010fbb1b5bb50c1b9f77aaf712e9d6203ad94479696e89bae8bfaac_fwd,3c7f1959e010fbb1b5bb50c1b9f77aaf712e9d6203ad94479696e89bae8bfaac,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,YES,4e02bc528d434d92c7c0f9d2f445611a040d48c32350d2a03530a76dd007b3bb_rev,4e02bc528d434d92c7c0f9d2f445611a040d48c32350d2a03530a76dd007b3bb,rev,0.7,0.9,2000,10,8,2,0,0,0.8,0.2,0.0,0.0,0.8,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,YES,60cbe0f2d3d1c7ca326ce44c7b1f85b22347ec6ad38ab6c513c638b46163d609_rev,60cbe0f2d3d1c7ca326ce44c7b1f85b22347ec6ad38ab6c513c638b46163d609,rev,0.7,0.9,2000,10,6,3,1,0,0.6,0.3,0.1,0.0,0.6,YES
Qwen/Qwen3-4B-Instruct-2507,wm-us-structure-lat,gt,YES,660366166be693f39e137909304debfbb621f4a3ad39d6c412abc06c58b24a58_fwd,660366166be693f39e137909304debfbb621f4a3ad39d6c412abc06c58b24a58,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
