model_id,prop_id,comparison,pair_id,x_name,y_name,x_value,y_value,temperature,top_p,max_new_tokens,fwd_gold,rev_gold,fwd_n,rev_n,fwd_p_yes,rev_p_yes,fwd_p_no,rev_p_no,fwd_p_correct,rev_p_correct,fwd_majority_label,rev_majority_label,same_yes_no_majority,yes_yes_majority,no_no_majority,abs_p_yes_gap,abs_p_correct_gap
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,lt,39ed63705b13fc32be86545b09f353adac7d5433851151978642094c8af9048b,Beatrice Portinari,Sir John Grey of Groby,24.0,29.0,0.7,0.9,2000,YES,NO,10,10,0.5,0.1,0.4,0.9,0.5,0.9,YES,NO,False,False,False,0.4,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,lt,8b2e4839b9dc0f2645e10e421e85164aa6004b6b75bff0e7c8447db743f6ee88,Benedict IX,Hans Staden,43.0,54.0,0.7,0.9,2000,YES,NO,10,10,0.8,0.5,0.2,0.5,0.8,0.5,YES,YES,True,True,False,0.30000000000000004,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,lt,991ea15f27e686ce74595b46023be4f6bd6eaa29d700e5b0a6333d7c7e752f5b,Hugh IV of Châteaudun,Chen Tao,45.0,58.0,0.7,0.9,2000,YES,NO,10,10,0.3,0.5,0.7,0.5,0.3,0.5,NO,NO,True,False,True,0.2,0.2
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,lt,b29a9dff6e3bef172b5eea7487979ef96b4a8b78819e1397582c49bdae4679f4,"John Hastings, 3rd Earl of Pembroke",Gabriela Silang,17.0,32.0,0.7,0.9,2000,YES,NO,10,10,0.0,1.0,1.0,0.0,0.0,0.0,NO,YES,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,00246dcea87e950c7d572d775643f35de4422666f92d26f6b5f9401fb8acb659,Li Linfu,Ansur Fernández,683.0,915.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,0.9,0.0,0.9,1.0,NO,YES,False,False,False,1.0,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,00e00f4467af60a2a32e730f543b9af624f4bdd5952c976d3c9c36344766dfa4,Yang Wenyi,Bello of Carcassonne,533.0,800.0,0.7,0.9,2000,NO,YES,10,10,0.2,0.6,0.8,0.3,0.8,0.6,NO,YES,False,False,False,0.39999999999999997,0.20000000000000007
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,02c99805a911c016cc58fe1439668b35c4cb4b465a70da285fca3af1094402a9,Abdur Rahman bin Awf,Urraca of León,580.0,1081.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,0538a1cb411d3263611cd96b2062e1ee86ea69becaa334a33c3eaf1828664a43,Abdur Rahman bin Awf,Roger Niger,580.0,1173.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,0.9,0.1,0.9,0.9,NO,YES,False,False,False,0.9,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,11d549ce00f2046f0bab17e3222109bab3223a065c29b27e7811b1cce63b445b,Li Linfu,Shaykh Tusi,683.0,995.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,16db7a10c667165aee581ea25e129352b36643408afba5bcb411f23ed7f554ac,Yang Wenyi,Gao Huaide,533.0,926.0,0.7,0.9,2000,NO,YES,10,10,0.2,0.3,0.7,0.6,0.7,0.3,NO,NO,True,False,True,0.09999999999999998,0.39999999999999997
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,187823a3c1261dd658c1d6beb64a6ab390a85479822b4d5515520f7c3feb95ec,Yong Li,"Gero II, Margrave of the Saxon Ostmark",678.0,975.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,1c04ea230714ba12eaa6ca350d3d2d31a720e6413ac8d59fb6e97cc32db83b1c,Abdur Rahman bin Awf,Magnus Barefoot,580.0,1073.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,1c4a56d7e0889acdb97ebab99f3578f4640de2a700b48c4b39287b0e8a9e7979,Li Linfu,William of Conches,683.0,1080.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,1feebcef0f99b3278eb03c120086147f3522dee60520f637e356730796b12905,Abdur Rahman bin Awf,Shaykh Tusi,580.0,995.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,213c2fd85c39878822e55689a363e89383d170c54c72095449dc1a008c957369,Poppaea Sabina,Yang Wenyi,30.0,533.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,241bbaab6f92c0e5bc1c55772e6e86378a9f8ff456f22ad139bf26a2136ea52f,He Yan,Yang Wenyi,195.0,533.0,0.7,0.9,2000,NO,YES,10,10,0.4,0.9,0.6,0.1,0.6,0.9,NO,YES,False,False,False,0.5,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,2b58b39477187be628e7252ed59b6f526f09884c714f2bb7fb31a92c01286e98,Abdur Rahman bin Awf,"Herbert II, Count of Vermandois",580.0,880.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.1,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,2b6c5ef042b87bdd01a18ec851459fcde0b7f103cbedab15a5b37cbdfc856baa,Corentin of Quimper,Hunald of Aquitaine,375.0,705.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.1,0.0,0.9,0.0,0.1,YES,NO,False,False,False,0.9,0.1
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,2ef2b774cedd07b2adb2ae6e46bc9e17e1f55af263b592b81513f3aad81e8ec9,Yang Wenyi,Llywelyn ap Merfyn,533.0,880.0,0.7,0.9,2000,NO,YES,10,10,0.1,0.8,0.9,0.1,0.9,0.8,NO,YES,False,False,False,0.7000000000000001,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,314aa5fa75a708ab6eeb7dd617ac6df5ce4b5ba27c5d473912f24b2b66759552,Abdur Rahman bin Awf,"Odo, Count of Champagne",580.0,1100.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,31d0e0e1e387db62f1c245a90a6050786586247ef81ed75ddac9bd5ec5c655b8,Corentin of Quimper,Gerard I of Toul,375.0,935.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.1,0.0,0.9,0.0,0.1,YES,NO,False,False,False,0.9,0.1
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,3302d664383d648e433f524c772176b817bdb6f5cf24a7385b2d6319e0a082bb,He Yan,Corentin of Quimper,195.0,375.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,3831443c984da19175756b635ea92408cee433563eb73a12400792d43e36e02e,Corentin of Quimper,Li Linfu,375.0,683.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,388f88d587321be8cc66aa591021520b0c20592192d85ad52602c6ec5bc44492,Abdur Rahman bin Awf,Amatus of Nusco,580.0,997.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,3b52dbe6d18415639a8a399fc968c8417f112bec1ec8a9578f4f9983f282a5a2,Magnus Maximus,Li Linfu,335.0,683.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,3ca69b70284f3b1aa52466faf9e2cd463ee27510ecb0f5e0c2d28945471bc0d8,Francesco de' Pazzi,Christian Gottlob Neefe,1444.0,1748.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,3efa365392dfa78a22ed167358fe959842b82ca80a0a28b02093fea44e6327cf,Abdur Rahman bin Awf,Hunald of Aquitaine,580.0,705.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,437fcb97986d95f8c513d54fe90e6e40019e1b244c27314faa0435b4f07e06b6,He Yan,Abdur Rahman bin Awf,195.0,580.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.6,1.0,0.4,1.0,0.6,NO,YES,False,False,False,0.6,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,4667b69dc0fd61ad0d20c66172b0cc7af84a1af038e0636e6109b995a301b553,Abdur Rahman bin Awf,Llywelyn ap Merfyn,580.0,880.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,46f302d51ea1468656f443987dcde5e67e0475541d1e14f6d0f166af10362f98,Corentin of Quimper,"Herbert II, Count of Vermandois",375.0,880.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.7,0.0,0.3,0.0,0.7,YES,YES,True,True,False,0.30000000000000004,0.7
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,49561c553ed0887d7465830c7606d0171c16df2aa1810f3cbb16b6a1a0869237,Magnus Maximus,Gao Huaide,335.0,926.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.5,0.8,0.5,0.8,0.5,NO,NO,True,False,True,0.5,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,4bc5d82bd9dc64325d1b9142e86c0c727ce3f2c160fe0cb2dc1ff858d6da0bd9,Li Linfu,Yaropolk Izyaslavich,683.0,1043.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,4e4edd89eca72ba22f79cdcb97f9c9829d3181eb75fbaa3e1101497f83586d9e,Magnus Maximus,"Herbert II, Count of Vermandois",335.0,880.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,4ff41998d7b09f7b6a4952527e40b0f1161901973069678de09779b3604173ec,Yang Wenyi,William of Conches,533.0,1080.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,5555aaae4eefebd1ef0d925a1e883e906009477ade3fa6e81e6a31b140ee5f5b,Li Linfu,Fernando Pérez de Lara,683.0,1107.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,605ad6377736fe647868523a6e67e899a608508e4d4eda25f649a39f89b154f4,Yang Wenyi,Liang Jiong,533.0,928.0,0.7,0.9,2000,NO,YES,10,10,0.7,0.9,0.3,0.1,0.3,0.9,YES,YES,True,True,False,0.20000000000000007,0.6000000000000001
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,6652f21a5a489e2f8e37eb64023e2fe8ac7d4affd221cf7df5b46e98474bc7c5,Abdur Rahman bin Awf,Fernando Pérez de Lara,580.0,1107.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,6cafd9a9cc3103aaf5d5b549eead66def36bf6e48b85b955d16ca13dd8dab692,Abdur Rahman bin Awf,Stephen Hagiochristophorites,580.0,1130.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,72642a045f18740bff470fa5f58f64bcd89d1e24ae845b1d3cfced045ab8a4cd,Yang Wenyi,Fernando Pérez de Lara,533.0,1107.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.0,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,73e10504d667ff884c3a772d71f16e9fe3d3eea09847cff6f6360dee5d8902ac,Li Linfu,Guy Ist de La Tremoille,683.0,1060.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.0,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,74bc59f8b5c51ca676f9b95eb1580d4e9d8993c6431b4e406ed8213b0ea124aa,Abdur Rahman bin Awf,Ansur Fernández,580.0,915.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.8,1.0,0.1,1.0,0.8,NO,YES,False,False,False,0.8,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,77c783cbed5011f1028bca1bb70d8f8dcd89a6dde04344c5ff9053c131dabb53,Yang Wenyi,Bermudo II of León,533.0,953.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.8,1.0,0.2,1.0,0.8,NO,YES,False,False,False,0.8,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,80bfa78b372bd49da3c301f7c2ede838116086cf3316be211529c262be40c08d,Yang Wenyi,Eilika of Schweinfurt,533.0,1005.0,0.7,0.9,2000,NO,YES,10,10,0.1,1.0,0.9,0.0,0.9,1.0,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,810e2cf3cfe62ef3b25caac81add85bebd16e3a184a8341cda6571fc76659cf8,Li Linfu,Urraca of León,683.0,1081.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,814891af212a7e22d852dbd120d5f55815cabb261d990c79a3dc0b840853b197,Magnus Maximus,Liang Jiong,335.0,928.0,0.7,0.9,2000,NO,YES,10,10,0.7,0.1,0.3,0.9,0.3,0.1,YES,NO,False,False,False,0.6,0.19999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,8267663f94bd7e27bdab5752594110d0294ec3e147254a7ff91bd511febd8650,Li Linfu,"Gero II, Margrave of the Saxon Ostmark",683.0,975.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,82ec00b1b0bf3a1ed4bb279e861018cec6eab61ffedbc56f9ab29c1fc448bae4,Abdur Rahman bin Awf,Ja'far al-Sadiq,580.0,702.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,858386a818ab31223331ef96530e89c4869815dc32597337738da829595862c7,Corentin of Quimper,Abbas Ibn Firnas,375.0,810.0,0.7,0.9,2000,NO,YES,10,10,0.9,0.0,0.1,1.0,0.1,0.0,YES,NO,False,False,False,0.9,0.1
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,8c76f198655db0d227f20b15a64cb875c6b1757c9be1a139702779c23fc89cd4,Poppaea Sabina,Abdur Rahman bin Awf,30.0,580.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,8fff7eea7747dd6c0e6244940ca21d407009357bbe83eb9974a1f4024e9dc20d,Li Linfu,Hugh VII of Lusignan,683.0,1060.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,91e8bf36b7595cff67be2014b61a2de673a29c835056706b8a8d59026119b8bd,Li Linfu,Waleran I of Limburg,683.0,1061.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,92d786cc25f22ef72bd847690e129d0340b431f773c0bf2e487b7535bfce9e5c,He Yan,Li Linfu,195.0,683.0,0.7,0.9,2000,NO,YES,10,10,0.8,0.8,0.2,0.2,0.2,0.8,YES,YES,True,True,False,0.0,0.6000000000000001
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,9b9edc3cb3b4128d80b00dd2b499fa83872045025ef953a2896de9f3ef4fca3e,Yang Wenyi,Urraca of León,533.0,1081.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.8,1.0,0.1,1.0,0.8,NO,YES,False,False,False,0.8,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,9d54454dcd22316207828c118deccfae1af3acf97f36c2746e7d3d6b25a95fce,Abdur Rahman bin Awf,Conrad of Querfurt,580.0,1160.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,a6c7c67721cef96710fef5b4f7508d626f7b17a13ba202ef449c18d6398b8ad2,Li Linfu,Bermudo II of León,683.0,953.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,a7e16071c90fbdb97bc3f96cd525342fdbf779d8c636a67ff13fd9427f098b2f,He Yan,Ja'far al-Sadiq,195.0,702.0,0.7,0.9,2000,NO,YES,10,10,0.4,0.6,0.6,0.4,0.6,0.6,NO,YES,False,False,False,0.19999999999999996,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,acc834e52ebd7ec86ed2b1cc27fae7d91ed3e5ab1d088d8f72075793d77cd67a,Abdur Rahman bin Awf,Hugh VII of Lusignan,580.0,1060.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,ae2b9540fe7eafa7ea8c202b9d95cc09d464b456511c103c436df0713236c935,Li Linfu,"Berengar I, Count of Sulzbach",683.0,1080.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.7,1.0,0.3,1.0,0.7,NO,YES,False,False,False,0.7,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,aea3b52c49773133469f2b91375a91669da8c936b3193e95abeaa57d578ee1c0,Magnus Maximus,Llywelyn ap Merfyn,335.0,880.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,b67873093da05eb6685be7d785c1fe58d1d82d9fe94f04d1fd9951aa9e647194,Yong Li,Richard de Umfraville,678.0,1150.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,ba2c0686f7234aca453d1a474b742a68da6649e641dac3fe100148ba980852e0,Yang Wenyi,Abbas Ibn Firnas,533.0,810.0,0.7,0.9,2000,NO,YES,10,10,0.4,0.6,0.6,0.4,0.6,0.6,NO,YES,False,False,False,0.19999999999999996,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,ba8676dc0895daeac6cd2a2f32445ddfc26d500e31aff21c0d17c3da5b21e584,Abdur Rahman bin Awf,Wichmann of Seeburg,580.0,1115.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,0.7,0.1,0.7,0.9,NO,YES,False,False,False,0.9,0.20000000000000007
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,bb94c58700d1263406b17e8cc2249e24784e9c67f11b1ca581ee346359a4be2f,Abdur Rahman bin Awf,Richard de Umfraville,580.0,1150.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,c3cf17c5a10d92fd5b63777da4d4b642c02e57e08a6450183a13c992b9f48aae,Abdur Rahman bin Awf,Bello of Carcassonne,580.0,800.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.1,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,c45c935668b24bb127f94c88d02bae5f99b716d513bc9078ddf99101b5e5bbf3,Li Linfu,Amatus of Nusco,683.0,997.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,c593f3f1f7467b2666ea0f8c63683cee3d7068682264f84accf90340a69316ed,Corentin of Quimper,Bermudo II of León,375.0,953.0,0.7,0.9,2000,NO,YES,10,10,0.9,0.1,0.1,0.9,0.1,0.1,YES,NO,False,False,False,0.8,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,c9b9625b26b6cf97effb741c2aa4d6fb61c25e21660285a3db5e9715075d2948,Yong Li,Peter Paludanus,678.0,1275.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,d3c580ba80772c8b300e77b8fb8be42f98b435d0989765a3fdc7d1381f8c2f26,Abdur Rahman bin Awf,Hugh Foliot,580.0,1150.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,d50c22bdd2d84f8211978a2c58be4bd8eeb97dc6f25770ec7fb1755061a87223,Yang Wenyi,"Udalrich II, Duke of Moravia",533.0,1134.0,0.7,0.9,2000,NO,YES,10,10,0.5,0.7,0.5,0.3,0.5,0.7,YES,YES,True,True,False,0.19999999999999996,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,d6e0f879401b0614f81bf5a8b98bde5d0940a7d76534e6a364e9f85446c7eab4,Corentin of Quimper,Gao Huaide,375.0,926.0,0.7,0.9,2000,NO,YES,10,10,0.4,0.1,0.6,0.7,0.6,0.1,NO,NO,True,False,True,0.30000000000000004,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,e6b3a7e272475280daade00beaad04a8a3b83a4d25d1d9840ba2899b2b5c0607,Yang Wenyi,Hisham I of Córdoba,533.0,757.0,0.7,0.9,2000,NO,YES,10,10,0.9,0.3,0.1,0.7,0.1,0.3,YES,NO,False,False,False,0.6000000000000001,0.19999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,e7b9985a7cede7f02bdcdf6b2aa8e8d5e2f294a5bf8df339c887f0432c335cf5,Yang Wenyi,Gervais de Château-du-Loir,533.0,1007.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,eaeeae418b8cf1440722bd3d33b51e7aae90f909db6552c11d3c487d8cdbae51,Magnus Maximus,Abdur Rahman bin Awf,335.0,580.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,eb07c187e32aa6fb05cc137c2ebd870836ba3dd8773c39fd742c22f99ec6083b,Magnus Maximus,Bello of Carcassonne,335.0,800.0,0.7,0.9,2000,NO,YES,10,10,0.5,1.0,0.5,0.0,0.5,1.0,YES,YES,True,True,False,0.5,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,ed55f56c63bc74a5316b2f902f0f575933e70a8dc1856c5dedda89606cbf6992,Yang Wenyi,Brian of Brittany,533.0,1042.0,0.7,0.9,2000,NO,YES,10,10,0.2,1.0,0.8,0.0,0.8,1.0,NO,YES,False,False,False,0.8,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,f25c0aff1137ed2dbde636ba96df99996ccc406397320181552033dfd52b2870,Yang Wenyi,Wichmann of Seeburg,533.0,1115.0,0.7,0.9,2000,NO,YES,10,10,0.4,0.6,0.6,0.4,0.6,0.6,NO,YES,False,False,False,0.19999999999999996,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,f3ed5efa552331036851143742d6f37d0c16ddc58255aa59a10b41fd414f1293,"Marie of Valois, Duchess of Calabria",Henry V of Rosenberg,1309.0,1456.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.6,0.0,0.4,0.0,0.6,YES,YES,True,True,False,0.4,0.6
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,f50593b23859ebc5eb0521f36607f8a245a213262adf8e1a2f895c678657d5d9,Abdur Rahman bin Awf,Yaropolk Izyaslavich,580.0,1043.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,ff692063cd088bc14feb620ff124740328c6e3ee451d60f511701101d511d9b1,Abdur Rahman bin Awf,Hisham I of Córdoba,580.0,757.0,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,lt,1d71635ebc9d35d9937429d14b58bd0cbb1ddf276cd25c83f1031eac7efa4320,William of Conches,Johannes Jetzer,1080.0,1483.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.0,0.0,1.0,1.0,1.0,YES,NO,False,False,False,1.0,0.0
